ID Gender,Gender,ID Industry Group,Industry Group,ID Year,Year,Median Earnings by Industry and Gender,Median Earnings by Industry and Gender Moe,Geography,ID Geography,Slug Geography
1,"Female",10,"Educational Services, & Health Care & Social Assistance",2014,"2014",21180,3254,"Ames, IA","16000US1901855","ames-ia"
1,"Female",11,"Arts, Entertainment, & Recreation, & Accommodations & Food Services",2014,"2014",6350,1228,"Ames, IA","16000US1901855","ames-ia"
1,"Female",13,"Other Services Except Public Administration",2014,"2014",10705,4989,"Ames, IA","16000US1901855","ames-ia"
1,"Female",14,"Public Administration",2014,"2014",46298,8739,"Ames, IA","16000US1901855","ames-ia"
0,"Male",1,"Agriculture, Forestry, Fishing & Hunting, & Mining",2013,"2013",16671,5464,"Ames, IA","16000US1901855","ames-ia"
0,"Male",2,"Construction",2013,"2013",33750,11274,"Ames, IA","16000US1901855","ames-ia"
0,"Male",3,"Manufacturing",2013,"2013",37522,5171,"Ames, IA","16000US1901855","ames-ia"
0,"Male",4,"Wholesale Trade",2013,"2013",26625,25749,"Ames, IA","16000US1901855","ames-ia"
0,"Male",5,"Retail Trade",2013,"2013",13161,6566,"Ames, IA","16000US1901855","ames-ia"
0,"Male",6,"Transportation & Warehousing, & Utilities",2013,"2013",42143,21683,"Ames, IA","16000US1901855","ames-ia"
0,"Male",7,"Information",2013,"2013",17308,37475,"Ames, IA","16000US1901855","ames-ia"
0,"Male",8,"Finance & Insurance, & Real Estate & Rental & Leasing",2013,"2013",33838,7766,"Ames, IA","16000US1901855","ames-ia"
0,"Male",9,"Professional, Scientific, & Management, & Administrative & Waste Management Services",2013,"2013",25576,10737,"Ames, IA","16000US1901855","ames-ia"
0,"Male",10,"Educational Services, & Health Care & Social Assistance",2013,"2013",22037,1895,"Ames, IA","16000US1901855","ames-ia"
0,"Male",11,"Arts, Entertainment, & Recreation, & Accommodations & Food Services",2013,"2013",7579,2162,"Ames, IA","16000US1901855","ames-ia"
0,"Male",13,"Other Services Except Public Administration",2013,"2013",39353,16995,"Ames, IA","16000US1901855","ames-ia"
0,"Male",14,"Public Administration",2013,"2013",56071,14836,"Ames, IA","16000US1901855","ames-ia"
1,"Female",1,"Agriculture, Forestry, Fishing & Hunting, & Mining",2013,"2013",4543,3975,"Ames, IA","16000US1901855","ames-ia"
1,"Female",2,"Construction",2013,"2013",43611,24020,"Ames, IA","16000US1901855","ames-ia"
1,"Female",3,"Manufacturing",2013,"2013",28622,7072,"Ames, IA","16000US1901855","ames-ia"
1,"Female",4,"Wholesale Trade",2013,"2013",52000,37845,"Ames, IA","16000US1901855","ames-ia"
1,"Female",5,"Retail Trade",2013,"2013",9277,2027,"Ames, IA","16000US1901855","ames-ia"
1,"Female",6,"Transportation & Warehousing, & Utilities",2013,"2013",49615,2205,"Ames, IA","16000US1901855","ames-ia"
1,"Female",7,"Information",2013,"2013",16699,4837,"Ames, IA","16000US1901855","ames-ia"
1,"Female",8,"Finance & Insurance, & Real Estate & Rental & Leasing",2013,"2013",24707,3580,"Ames, IA","16000US1901855","ames-ia"
1,"Female",9,"Professional, Scientific, & Management, & Administrative & Waste Management Services",2013,"2013",22432,15338,"Ames, IA","16000US1901855","ames-ia"
1,"Female",10,"Educational Services, & Health Care & Social Assistance",2013,"2013",21216,2948,"Ames, IA","16000US1901855","ames-ia"
1,"Female",11,"Arts, Entertainment, & Recreation, & Accommodations & Food Services",2013,"2013",6256,1016,"Ames, IA","16000US1901855","ames-ia"
1,"Female",13,"Other Services Except Public Administration",2013,"2013",9979,4247,"Ames, IA","16000US1901855","ames-ia"
1,"Female",14,"Public Administration",2013,"2013",42957,4772,"Ames, IA","16000US1901855","ames-ia"
